2026-05-20 17:31:31.495941,Nairobi,24.9,Hazy sunshine
2026-05-20 17:32:58.641935,Nairobi,24.9,Hazy sunshine
2026-05-20 17:38:34.202511,Boston,28.9,Mostly sunny
2026-05-20 17:39:35.495633,Munich,17.0,Cloudy
2026-05-20 17:42:19.774693,Arizona,25.9,Mostly cloudy
2026-05-20 17:48:53.545477,Barcelona,20.4,Sunny
